DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,AREA,CLASE,RAMA4D_D_R4,RAMA2D_D_R4,DSI,FEX_C,DPTO,ANO,MES,PERIODO,REGIS,P7250,P7260,P7280,P7310,P7320,P7350,P7360,P9460,P7390,P7420S1,P7420S2,P7420S3,P7420S4,P7420S5,P7420S6,P7420S7,P7420S8,P7422,P7422S1,P1806,P1519,P1883,OFICIO1,OFICIO2,DSCY,GWEB
5306623,1,1,1,81,1,,,1,261.25302892,81,2020,12,202012,70,36,48,1,2,36,4,2,2,1,,,,,,,,1,2,,900000,2,,,,,
5306623,1,3,1,81,1,,,1,261.25302892,81,2020,12,202012,70,8,48,4,2,8,4,3,2,1,,,,,,,,1,2,,900000,2,,,,,
5306623,1,5,1,81,1,,,1,261.25302892,81,2020,12,202012,70,36,48,1,2,36,4,2,2,1,,,,,,,,1,2,,900000,2,,,,,
5306624,1,3,1,13,1,4711,47,1,814.44436475,13,2020,12,202012,70,96,48,1,2,96,1,9,2,1,,,,,,,,1,2,,877803,2,,16,16,2,
5306625,1,6,1,13,1,5619,56,1,360.70258621,13,2020,12,202012,70,48,48,1,2,48,1,5,2,1,,,,,,,,1,2,,877803,2,,53,53,2,
5306626,1,3,1,13,1,.,,1,370.34941179,13,2020,12,202012,70,12,48,1,1,,,,,,,,,,,,,,,,1600000,,,12,,1,
5306627,1,1,1,13,1,8544,85,1,504.56567668,13,2020,12,202012,70,48,48,1,2,144,1,7,2,1,,,,,,,,1,2,,877803,2,,39,39,2,
5306631,1,5,1,13,1,4719,47,1,222.95411567,13,2020,12,202012,70,8,48,1,2,36,1,4,2,2,,,,,,,,1,2,,1400000,2,,21,40,1,
5306633,1,4,1,13,1,6412,64,1,553.08173682,13,2020,12,202012,70,8,48,1,2,8,1,9,2,2,,,,,,,,1,2,,1200000,2,,33,33,1,
5306641,1,1,1,76,1,4330,43,1,1329.5158686,76,2020,12,202012,70,3,48,1,2,3,4,1,2,1,,,,,,,,1,1,900000,1000000,2,,95,95,1,
5306642,1,1,1,76,1,2511,25,1,856.15232639,76,2020,12,202012,70,17,48,1,2,17,1,4,2,8,,,,,,,,1,1,300000,2000000,2,,83,83,2,
5306642,1,3,1,76,1,1513,15,1,856.15232639,76,2020,12,202012,70,1,35,4,2,34,4,1,2,1,,,,,,,,1,2,,800000,2,,80,80,1,
5306644,1,2,1,76,1,5619,56,1,1145.2706203,76,2020,12,202012,70,26,48,1,2,34,1,4,2,8,,,,,,,,1,2,,877803,2,,53,53,2,
5306653,1,1,1,20,1,8691,86,1,243.27910379,20,2020,12,202012,70,28,48,1,2,52,1,5,2,1,,,,,,,,1,2,,877800,2,,59,59,2,
5306664,1,1,1,88,1,9700,97,1,52.933937386,88,2020,12,202012,70,,,,,,,,,,,,,,,,,,,,,,,,,,
5306670,1,3,1,88,1,.,,1,48.514634713,88,2020,12,202012,70,,,,,,,,,,,,,,,,,,,,,,,,,,
5306681,1,2,1,88,1,8412,84,1,30.453986897,88,2020,12,202012,70,,,,,,,,,,,,,,,,,,,,,,,,,,
5306689,1,1,1,,1,5613,56,1,1291.7312421,44,2020,12,202012,70,40,48,4,2,40,4,2,2,1,,,,,,,,1,2,,900000,2,,51,51,2,
5306699,1,2,1,05,1,4111,41,1,1237.0676626,05,2020,12,202012,70,1,50,4,2,1,4,2,2,1,,,,,,,,1,1,1200000,1200000,2,,95,95,1,
5306701,1,1,1,05,1,8129,81,1,1237.0676626,05,2020,12,202012,70,40,48,1,2,54,1,8,2,2,,,,,,,,1,2,,3500000,2,,21,21,2,
5306703,1,5,1,05,1,0123,01,1,799.53501088,05,2020,12,202012,70,44,60,4,2,44,4,6,2,1,,,,,,,,1,2,,877803,2,,61,61,2,
5306703,1,7,1,05,1,4923,49,1,799.53501088,05,2020,12,202012,70,36,48,1,2,36,1,7,2,1,,,,,,,,1,2,,877803,2,,97,97,2,
5306705,1,4,1,05,1,6412,64,1,659.20947299,05,2020,12,202012,70,30,48,1,2,20,1,9,2,1,,,,,,,,1,2,,1600000,2,,21,33,2,
5306721,1,3,1,05,1,5611,56,1,823.35075829,05,2020,12,202012,70,30,48,1,2,30,1,4,2,1,,,,,,,,1,1,150000,877807,2,,97,45,2,
5306724,1,5,1,08,1,9700,97,1,303.18377792,08,2020,12,202012,70,104,48,3,2,104,3,1,2,1,,,,,,,,1,2,,400000,2,,54,54,2,
5306725,1,4,1,08,1,9700,97,1,303.18377792,08,2020,12,202012,70,104,48,1,2,104,3,1,2,1,,,,,,1,,,2,,600000,2,,53,54,2,
5306733,1,1,1,44,1,8890,88,1,80.88441476,44,2020,12,202012,70,9,40,1,2,76,4,9,2,2,,,,,,,,1,2,,877800,2,,19,19,1,
5306741,1,2,1,44,1,8412,84,1,84.285632344,44,2020,12,202012,70,32,40,1,2,32,4,9,2,1,,,,,,,,1,2,,1500000,2,,21,21,2,
5306745,1,2,1,44,1,8412,84,1,62.273510354,44,2020,12,202012,70,52,48,2,2,52,4,9,2,2,,,,,,,,1,2,,4000000,2,,12,12,2,
5306750,1,2,1,44,1,5619,56,1,80.908076508,44,2020,12,202012,70,20,48,1,2,36,4,1,2,1,,,,,,,,1,2,,877803,2,,59,53,2,
5306752,1,3,1,44,1,4921,49,1,77.418782596,44,2020,12,202012,70,2,48,1,2,60,4,1,2,4,,,,,,,,1,2,,877803,2,,55,98,1,
5306758,1,1,1,44,1,4771,47,1,90.548719032,44,2020,12,202012,70,12,48,2,2,12,4,1,2,1,,,,,,,,1,2,,1000000,2,,11,41,1,
5306759,1,3,1,44,1,.,,1,34.259531465,44,2020,12,202012,70,52,48,1,1,,,,,,,,,,,,,,,,98,,,02,,2,
5306761,1,2,1,44,1,8412,84,1,84.285632344,44,2020,12,202012,70,52,40,4,2,163,4,9,2,2,,,,,,,,1,2,,877800,2,,02,02,2,
5306763,1,4,1,44,1,9700,97,1,76.384910184,44,2020,12,202012,70,4,40,3,2,36,3,1,2,3,,,,,,,,1,2,,600000,2,,54,54,1,
5306765,1,1,1,44,1,4773,47,1,84.285632344,44,2020,12,202012,70,15,40,1,2,18,4,1,2,1,,,,,,,,1,2,,600000,2,,45,45,2,
5306778,1,1,1,05,1,9700,97,1,1310.1095456,05,2020,12,202012,70,16,48,3,2,32,3,1,2,1,,,,,,,,1,2,,877803,2,,54,54,2,
5306788,1,3,1,05,1,1410,14,1,1556.8280768,05,2020,12,202012,70,4,48,1,2,4,1,3,2,1,,,,,,,,1,1,900000,877803,2,,79,79,1,
5306797,1,1,1,17,1,5619,56,1,210.38228806,17,2020,12,202012,70,40,48,1,2,40,1,2,2,2,,,,,,,,1,2,,877802,2,,45,45,2,
5306803,1,1,1,41,1,4111,41,1,204.77950225,41,2020,12,202012,70,5,45,4,2,4,4,1,2,1,,,,,,,,1,2,,1000000,2,,95,95,1,
5306803,1,4,1,41,1,6190,61,1,204.77950225,41,2020,12,202012,70,6,40,1,2,30,1,9,2,2,,,,,,,,1,2,,1000000,2,,44,44,1,
5306810,1,2,1,52,1,5613,56,1,224.53792757,52,2020,12,202012,70,16,48,3,2,24,1,2,2,1,,,,,,,,1,2,,500000,2,,54,53,2,
5306822,1,4,1,17,1,.,,1,242.72925754,17,2020,12,202012,70,1,48,1,1,,,,,,,,,,,,,,,,877802,,,38,,1,
5306823,1,2,1,17,1,1089,10,1,272.42975295,17,2020,12,202012,70,192,48,1,2,192,1,9,2,1,,,,,,,,1,2,,877802,2,,38,45,2,
5306825,1,2,1,17,1,.,,1,219.82764078,17,2020,12,202012,70,38,48,1,1,,,,,,,,,,,,,,,,877802,,,03,,2,
5306828,1,1,1,17,1,4921,49,1,478.06141654,17,2020,12,202012,70,36,48,1,2,2,1,9,2,1,,,,,,,,1,1,1600000,877802,2,,98,98,2,
5306834,1,2,1,15,1,8621,86,1,138.29411016,15,2020,12,202012,70,48,40,1,2,48,1,6,2,2,,,,,,,,1,2,,2000000,2,,11,11,2,
5306839,1,2,1,15,1,4771,47,1,74.575013381,15,2020,12,202012,70,16,40,1,2,60,1,2,2,2,,,,,,,,1,2,,877803,2,,45,45,2,
5306848,1,1,1,05,1,0123,01,1,1888.7928108,05,2020,12,202012,70,32,48,1,2,1,1,6,2,1,1,,,,,,,,1,800000,877803,2,,97,62,2,
5306857,1,2,1,05,1,9609,96,1,553.36537557,05,2020,12,202012,70,28,24,1,2,2,4,1,2,1,1,,,,,,,,2,,877803,1,2,59,59,2,
5306857,1,3,1,05,1,.,,1,553.36537557,05,2020,12,202012,70,3,48,1,1,,,,,,,,,,,,,,,,877803,,,45,,1,
5306858,1,2,1,50,1,8220,82,1,410.73559447,50,2020,12,202012,70,8,48,1,2,8,1,5,2,2,,,,,,,,1,2,,1000000,2,,38,38,1,
5306862,1,1,1,50,1,4520,45,1,254.31624666,50,2020,12,202012,70,32,48,1,2,32,1,4,2,1,,,,,,,,1,2,,1000000,2,,33,33,2,
5306863,1,2,1,50,1,8413,84,1,248.69757841,50,2020,12,202012,70,80,48,1,2,84,1,7,2,3,,,,,,,,1,2,,1200000,2,,05,05,2,
5306866,1,2,1,05,1,4722,47,1,1082.9831983,05,2020,12,202012,70,10,48,1,2,20,1,3,2,1,,,,,,,,1,2,,900000,2,,45,45,1,
5306867,1,4,1,05,1,.,,1,1239.1868544,05,2020,12,202012,70,4,48,1,1,,,,,,,,,,,,,,,,878000,,,45,,1,
5306867,1,5,1,05,1,.,,1,1239.1868544,05,2020,12,202012,70,24,48,1,1,,,,,,,,,,,,,,,,877803,,,45,,2,
5306868,1,3,1,05,1,.,,1,1646.7015166,05,2020,12,202012,70,4,48,1,1,,,,,,,,,,,,,,,,900000,,,59,,1,
5306876,1,7,1,68,1,4321,43,1,285.46077191,68,2020,12,202012,70,36,48,1,2,36,1,6,2,8,,,,,,,,1,2,,1200000,2,,85,85,2,
5306880,1,2,1,11,1,8412,84,1,3517.060607,11,2020,12,202012,70,104,48,1,2,380,2,2,2,1,,,,,,,,1,2,,889000,2,,39,32,2,
5306891,1,1,1,41,1,5813,58,1,223.29032432,41,2020,12,202012,70,24,50,1,2,30,1,8,2,1,,,,,,,,1,2,,1600000,2,,33,33,2,
5306894,1,4,1,41,1,4759,47,1,138.74855901,41,2020,12,202012,70,2,48,1,2,6,5,2,2,2,,,1,,,,,,2,,1200000,2,,21,41,1,
5306894,1,5,1,41,1,5611,56,1,138.74855901,41,2020,12,202012,70,24,48,1,2,24,1,5,2,2,,,,,,,,1,2,,1300000,2,,53,53,2,
5306897,1,1,1,66,1,9511,95,1,413.32496533,66,2020,12,202012,70,26,48,4,2,26,1,3,2,1,,,,,,,,1,2,,900000,2,,03,03,2,
5306898,1,1,1,66,1,9700,97,1,324.11207783,66,2020,12,202012,70,32,48,3,2,32,3,1,2,1,,,,,,,,1,2,,800000,2,,54,54,2,
5306903,1,2,1,66,1,4921,49,1,333.4623343,66,2020,12,202012,70,8,60,4,2,8,4,1,2,1,,,,,,,,1,2,,1000000,2,,98,98,1,
5306906,1,3,1,66,1,1410,14,1,274.54683389,66,2020,12,202012,70,32,48,1,2,32,1,9,2,1,,,,,,,,1,2,,877803,2,,45,45,2,
5306906,1,4,1,66,1,.,,1,274.54683389,66,2020,12,202012,70,14,48,1,1,,,,,,,,,,,,,,,,877803,,,97,,2,
5306915,1,2,1,66,1,5611,56,1,385.81868838,66,2020,12,202012,70,8,24,1,2,240,1,3,2,1,,,,,,,,1,2,,877803,2,,53,53,1,
5306923,1,2,1,66,1,4771,47,1,473.4747435,66,2020,12,202012,70,48,48,1,2,96,1,4,2,7,,,,,,,,1,2,,877803,2,,45,45,2,
5306923,3,1,3,66,1,4111,41,1,473.4747435,66,2020,12,202012,70,2,48,1,2,2,4,1,2,1,,,,,,,,1,1,540000,877803,2,,95,95,1,
5306936,1,4,1,66,1,4330,43,1,207.79557498,66,2020,12,202012,70,4,48,1,2,4,1,2,2,1,,,,,,,,1,2,,800000,2,,93,93,1,
5306958,1,1,1,63,1,9200,92,1,162.07088582,63,2020,12,202012,70,30,48,4,2,36,4,1,2,1,,,,,,,,1,2,,877052,2,,41,45,2,
5306967,1,3,1,05,1,4711,47,1,556.54627328,05,2020,12,202012,70,52,48,1,2,52,1,6,2,4,,,,,,,,1,2,,877803,2,,37,37,2,
5306977,1,2,1,17,1,4711,47,1,199.84028832,17,2020,12,202012,70,1,48,1,2,40,1,9,2,2,,,,,,,,1,2,,877802,2,,97,45,1,
5306979,1,2,1,17,1,5611,56,1,303.92317189,17,2020,12,202012,70,32,48,1,2,32,1,4,2,2,,,,,,,,1,2,,877802,2,,53,53,2,
5306979,1,3,1,17,1,6190,61,1,303.92317189,17,2020,12,202012,70,16,48,1,2,17,1,8,2,2,,,,,,,,1,2,,877802,2,,38,38,2,
5306980,1,3,1,17,1,6110,61,1,220.23242032,17,2020,12,202012,70,40,48,1,2,48,1,9,2,4,,,,,,,,1,2,,877802,2,,95,38,2,
5306980,1,4,1,17,1,9529,95,1,220.23242032,17,2020,12,202012,70,30,48,1,2,30,1,3,2,4,,,,,,,,1,2,,877803,2,,84,84,2,
5306980,1,6,1,17,1,4771,47,1,220.23242032,17,2020,12,202012,70,20,48,1,2,48,1,4,2,4,,,,,,,,1,2,,877802,2,,45,45,2,
5306980,1,7,1,17,1,8220,82,1,220.23242032,17,2020,12,202012,70,16,48,1,2,16,1,9,2,4,,,,,,,,1,2,,877802,2,,03,38,2,
5306981,1,2,1,17,1,1410,14,1,223.83855211,17,2020,12,202012,70,28,48,1,2,28,1,8,2,2,,,,,,,,1,2,,877802,2,,55,79,2,
5306989,1,3,1,17,1,4330,43,1,222.74190508,17,2020,12,202012,70,34,48,1,2,36,1,2,2,1,,,,,,,,1,2,,877803,2,,95,89,2,
5306991,1,1,1,17,1,8220,82,1,345.31138162,17,2020,12,202012,70,32,48,1,2,32,1,9,2,2,,,,,,,,1,2,,877803,2,,38,38,2,
5307000,1,1,1,05,1,5619,56,1,1048.8936076,05,2020,12,202012,70,36,48,1,2,36,1,2,2,2,,,,,,,,1,2,,878000,2,,53,53,2,
5307000,1,3,1,05,1,9700,97,1,1048.8936076,05,2020,12,202012,70,36,48,3,2,36,3,1,2,2,,,,,,,,1,2,,878000,2,,59,59,2,
5307002,1,1,1,05,1,4921,49,1,689.18745428,05,2020,12,202012,70,12,48,4,2,16,4,1,2,6,,,,,,,,1,2,,1000000,2,,98,98,1,
5307015,1,2,1,86,1,,,1,123.28713715,86,2020,12,202012,70,8,40,1,2,8,1,9,2,1,,,,,,,,1,2,,1200000,2,,,,,
5307017,1,1,1,86,1,,,1,145.64097527,86,2020,12,202012,70,36,40,1,2,36,1,2,2,1,,,,,,,,1,1,98,980000,2,,,,,
5307017,1,3,1,86,1,,,1,145.64097527,86,2020,12,202012,70,36,40,1,2,36,3,1,2,1,,,,,,,,1,2,,980000,2,,,,,
5307020,1,4,1,08,1,4771,47,1,448.46525965,08,2020,12,202012,70,52,48,1,2,52,1,8,2,2,,,,,,,,1,2,,877000,2,,45,45,2,
5307028,1,3,1,68,1,4923,49,1,304.1792204,68,2020,12,202012,70,12,48,1,2,20,1,9,2,1,,,,,,,,1,2,,878000,2,,97,97,1,
5307034,1,3,1,68,1,8424,84,1,1060.2895681,68,2020,12,202012,70,8,48,1,2,52,1,9,2,1,,,,,,,,1,2,,1200000,2,,05,05,1,
5307041,1,2,1,76,1,4111,41,1,1051.5451171,76,2020,12,202012,70,12,48,1,2,8,1,2,2,8,,,,,,,,1,2,,900000,2,,95,95,1,
5307042,1,2,1,76,1,2229,22,1,1281.5472169,76,2020,12,202012,70,16,48,1,2,32,1,6,2,4,,,,,,,,1,2,,1000000,2,,32,39,2,
5307047,2,1,2,68,1,4290,42,1,712.79161311,68,2020,12,202012,70,3,48,1,2,32,1,9,2,2,,,,,,,,1,2,,1200000,2,,19,19,1,
5307054,1,4,1,,1,5630,56,1,986.14846457,44,2020,12,202012,70,48,48,1,2,52,4,2,2,1,,,,,,,,1,2,,900000,2,,13,53,2,
5307056,1,1,1,,1,4210,42,1,635.47641557,44,2020,12,202012,70,36,48,1,2,36,1,6,2,1,1,,,,,,,,2,,3000000,1,2,02,02,2,
5307056,1,5,1,,1,8890,88,1,635.47641557,44,2020,12,202012,70,4,48,4,2,5,4,6,2,1,,,,,,,,1,2,,2500000,2,,19,19,1,
5307058,1,1,1,15,1,4729,47,1,107.15268539,15,2020,12,202012,70,36,48,1,2,36,4,1,2,1,,,,,,,,1,2,,1200000,2,,45,45,2,
5307065,1,3,1,50,1,.,,1,215.68181214,50,2020,12,202012,70,12,48,2,1,,,,,,,,,,,,,,,,1500000,,,58,,1,
5307072,1,2,1,50,1,4631,46,1,326.74251652,50,2020,12,202012,70,12,48,1,2,24,1,5,2,1,,,,,,,,1,2,,900000,2,,39,39,1,
5307104,1,4,1,08,1,4755,47,1,650.80685154,08,2020,12,202012,70,2,40,1,2,108,1,4,2,1,,1,,,,,,,2,,700000,1,2,39,39,1,
5307123,1,2,1,,2,8412,84,1,1581.6669723,15,2020,12,202012,70,12,40,1,2,12,2,7,2,1,1,,,,,,,,2,,2200000,1,2,12,31,1,
5307124,1,3,1,,2,4321,43,1,499.71004774,15,2020,12,202012,70,12,48,1,2,12,1,9,2,1,,,,,,,,1,2,,877800,2,,03,03,1,
5307127,1,1,1,,2,0161,01,1,1998.840191,15,2020,12,202012,70,3,40,1,2,3,4,1,2,1,,,,,,,,1,1,200000,877800,2,,55,62,1,
5307129,1,2,1,,2,5629,56,1,1498.6884833,15,2020,12,202012,70,24,40,1,2,24,1,2,2,1,,,,,,,,1,2,,877800,2,,55,53,2,
5307142,1,1,1,50,1,8413,84,1,305.92722859,50,2020,12,202012,70,200,48,1,2,200,4,1,2,1,,,,,,,,1,2,,10000000,2,,21,21,2,
5307148,1,2,1,50,1,2599,25,1,261.00290196,50,2020,12,202012,70,32,48,4,2,4,1,2,2,2,,,,,,,,1,1,800000,877000,2,,87,87,2,
5307153,1,2,1,50,1,5611,56,1,262.02532196,50,2020,12,202012,70,52,48,1,2,8,1,2,2,1,,,,,,,,1,2,,877000,2,,53,53,2,
5307153,1,3,1,50,1,.,,1,262.02532196,50,2020,12,202012,70,4,48,1,1,,,,,,,,,,,,,,,,877000,,,95,,1,
5307155,1,3,1,50,1,9700,97,1,192.25880723,50,2020,12,202012,70,32,48,3,2,12,3,1,2,1,,,,,,,,1,2,,877000,2,,54,54,2,
5307159,1,2,1,50,1,5611,56,1,177.43099243,50,2020,12,202012,70,104,24,1,2,104,1,4,2,2,,,,,,,,1,2,,900000,2,,45,53,2,
5307162,1,4,1,50,1,.,,1,148.31701332,50,2020,12,202012,70,32,48,1,1,,,,,,,,,,,,,,,,900000,,,45,,2,
5307165,1,1,1,50,1,8413,84,1,522.00580391,50,2020,12,202012,70,52,48,4,2,52,4,9,2,1,,,,,,,,1,2,,2500000,2,,18,18,2,
5307172,1,4,1,50,1,5619,56,1,330.02409413,50,2020,12,202012,70,32,48,1,2,36,1,2,2,1,,,,,,,,1,2,,800000,2,,95,45,2,
5307173,1,1,1,50,1,9601,96,1,127.39332659,50,2020,12,202012,70,32,48,4,2,5,4,1,2,1,,,,,,,,1,2,,900000,2,,55,56,2,
5307173,1,3,1,50,1,4111,41,1,127.39332659,50,2020,12,202012,70,8,48,1,2,16,1,2,2,1,,,,,,,,1,2,,890000,2,,97,95,1,
5307175,1,1,1,23,1,4290,42,1,98.680935789,23,2020,12,202012,70,40,48,1,2,40,1,8,2,2,,,,,,,,1,2,,4000000,2,,02,02,2,
5307176,1,1,1,23,1,4111,41,1,98.680935789,23,2020,12,202012,70,32,48,1,2,32,1,4,2,1,,,,,,,,1,2,,900000,2,,55,95,2,
5307176,1,2,1,23,1,9700,97,1,98.680935789,23,2020,12,202012,70,40,48,3,2,40,3,1,2,1,,,,,,,,1,2,,500000,2,,54,54,2,
5307176,1,3,1,23,1,9700,97,1,98.680935789,23,2020,12,202012,70,72,48,3,2,72,3,1,2,1,,,,,,,,1,2,,450000,2,,54,54,2,
5307176,1,4,1,23,1,1011,10,1,98.680935789,23,2020,12,202012,70,40,48,1,2,40,1,4,2,1,,,,,,,,1,2,,900000,2,,77,77,2,
5307197,1,4,1,08,1,8530,85,1,544.72192432,08,2020,12,202012,70,15,48,1,2,15,1,4,2,1,,,,,,,,1,2,,886000,2,,13,13,2,
5307204,1,2,1,08,1,4771,47,1,396.41824003,08,2020,12,202012,70,36,48,1,2,38,1,2,2,1,,,,,,,,1,2,,900000,2,,45,40,2,
5307207,1,2,1,08,1,4723,47,1,884.13051598,08,2020,12,202012,70,16,48,1,2,18,1,5,2,2,,,,,,,,1,2,,900000,2,,39,77,2,
5307209,1,3,1,08,1,9700,97,1,303.18377792,08,2020,12,202012,70,23,48,1,2,25,3,1,2,1,,,,,,,,1,2,,600000,2,,53,54,2,
5307217,1,2,1,08,1,4111,41,1,420.86522996,08,2020,12,202012,70,4,72,4,2,4,4,1,2,1,,,,,,,,1,2,,877000,2,,95,95,1,
5307219,1,2,1,08,1,9103,91,1,802.55135749,08,2020,12,202012,70,4,48,3,2,32,1,9,2,2,,,,,,,,1,2,,877000,2,,54,63,1,
5307220,1,1,1,08,1,4290,42,1,703.34942934,08,2020,12,202012,70,32,48,1,2,36,1,9,2,4,,,,,,,,1,2,,877000,2,,19,19,2,
5307223,1,2,1,08,1,4771,47,1,734.36166001,08,2020,12,202012,70,40,48,1,2,40,1,2,2,1,,,,,,,,1,2,,877000,2,,45,45,2,
5307228,1,1,1,08,1,4111,41,1,946.79415214,08,2020,12,202012,70,40,72,1,2,40,1,9,2,1,,,,,,,,1,2,,877000,2,,39,03,2,
5307235,1,1,1,08,1,4923,49,1,542.4978459,08,2020,12,202012,70,12,60,1,2,32,1,2,2,2,,,,,,,,1,2,,1000000,2,,98,98,1,
5307235,1,3,1,08,1,4923,49,1,542.4978459,08,2020,12,202012,70,32,60,1,2,32,1,4,2,1,,,,,,,,1,2,,1000000,2,,98,98,2,
5307235,1,4,1,08,1,.,,1,542.4978459,08,2020,12,202012,70,4,45,1,1,,,,,,,,,,,,,,,,983000,,,39,,1,
5307237,1,1,1,08,1,3110,31,1,303.18377792,08,2020,12,202012,70,8,56,4,2,24,1,3,2,2,,,,,,,,1,2,,1500000,2,,81,81,1,
5307239,1,2,1,08,1,5511,55,1,303.18377792,08,2020,12,202012,70,32,48,1,2,32,1,8,1,1,,,,,,,,1,2,,877000,2,,54,54,2,
5307242,1,1,1,08,1,1521,15,1,603.40866125,08,2020,12,202012,70,24,48,1,2,36,1,9,2,1,,,,,,,,1,2,,877000,2,,39,99,2,
5307250,1,8,1,68,1,5611,56,1,658.19485885,68,2020,12,202012,70,48,48,1,2,8,1,5,2,4,,,,,,,,1,2,,98,2,,95,53,2,
5307256,1,6,1,08,1,4659,46,1,617.36286288,08,2020,12,202012,70,104,48,1,2,104,1,6,2,1,,,,,,,,1,2,,878116,2,,33,33,2,
5307257,1,4,1,08,1,8544,85,1,303.18377792,08,2020,12,202012,70,60,48,1,2,20,1,9,2,1,,,,,,,,1,2,,878116,2,,03,03,2,
5307258,1,3,1,08,1,4111,41,1,547.77197177,08,2020,12,202012,70,104,48,1,2,4,1,2,2,4,,,,,,,,1,2,,878116,2,,97,95,2,
5307271,1,1,1,54,1,5611,56,1,472.00419103,54,2020,12,202012,70,48,50,4,2,52,4,1,2,8,,,,,,,,1,2,,877803,2,,53,53,2,
5307276,1,2,1,15,1,9529,95,1,85.607852152,15,2020,12,202012,70,32,48,4,2,32,4,1,2,1,,,,,,,,1,2,,877803,2,,79,79,2,
5307283,1,3,1,15,1,4921,49,1,54.771164863,15,2020,12,202012,70,144,48,1,2,144,1,4,2,6,,,,,,,,1,2,,877802,2,,98,98,2,
5307289,1,2,1,08,1,8622,86,1,675.40642517,08,2020,12,202012,70,40,48,1,2,40,1,3,2,4,,,,,,,,1,2,,877000,2,,33,33,2,
5307295,1,2,1,08,1,4751,47,1,743.50894274,08,2020,12,202012,70,36,48,1,2,36,1,8,2,3,,,,,,,,1,2,,877000,2,,11,11,2,
5307301,1,1,1,41,1,0610,06,1,289.48342152,41,2020,12,202012,70,36,48,1,2,36,1,9,2,2,,,,,,,,1,2,,877803,2,,03,03,2,
5307310,1,1,1,41,1,5619,56,1,234.48824233,41,2020,12,202012,70,40,48,1,2,40,1,2,2,1,,,,,,,,1,2,,877803,2,,53,53,2,
5307330,1,1,1,17,1,5630,56,1,232.06530258,17,2020,12,202012,70,4,60,1,2,4,1,2,2,1,,,,,,,,1,1,100000,877802,2,,53,53,1,
5307330,1,2,1,17,1,5619,56,1,232.06530258,17,2020,12,202012,70,8,50,3,2,10,4,1,2,1,,,,,,,,1,2,,877802,2,,54,53,1,
5307330,1,4,1,17,1,.,,1,232.06530258,17,2020,12,202012,70,6,48,1,1,,,,,,,,,,,,,,,,877802,,,45,,1,
5307331,1,1,1,17,1,4771,47,1,293.30107614,17,2020,12,202012,70,30,48,3,2,48,1,3,2,2,,,,,,,,1,2,,877802,2,,54,45,2,
5307331,1,4,1,17,1,7911,79,1,293.30107614,17,2020,12,202012,70,32,60,1,2,32,1,3,2,1,,,,,,,,1,2,,877802,2,,97,44,2,
5307334,1,1,1,17,1,9529,95,1,198.42727653,17,2020,12,202012,70,156,48,4,2,320,1,3,2,1,,,,,,,,1,2,,877802,3,,98,33,2,
5307340,1,4,1,08,1,8621,86,1,754.52050746,08,2020,12,202012,70,3,40,1,2,52,1,6,2,2,,,,,,,,1,2,,500000,2,,03,03,1,
5307360,1,2,1,20,1,4111,41,1,227.61636892,20,2020,12,202012,70,40,48,4,2,40,4,2,2,1,,,,,,,,1,2,,800000,2,,95,95,2,
5307360,2,1,2,20,1,7310,73,1,227.61636892,20,2020,12,202012,70,32,48,1,2,32,1,5,2,1,,,,,,,,1,2,,300000,2,,16,16,2,
5307372,1,1,1,41,1,4922,49,1,221.1394022,41,2020,12,202012,70,32,40,1,2,32,1,9,2,1,,,,,,,,1,2,,900000,2,,39,39,2,
5307386,1,2,1,41,1,4711,47,1,274.60148692,41,2020,12,202012,70,35,45,1,2,36,1,7,2,2,,,,,,,,1,2,,800000,2,,32,33,2,
5307391,1,2,1,54,1,4330,43,1,375.13628805,54,2020,12,202012,70,36,48,4,2,4,4,1,2,1,,,,,,,,1,1,150000,877803,2,,93,93,2,
5307392,1,3,1,54,1,8551,85,1,464.45576697,54,2020,12,202012,70,8,48,1,2,3,1,9,2,1,,,,,,,,1,2,,877803,2,,58,58,1,
5307406,1,1,1,44,1,4771,47,1,89.391165147,44,2020,12,202012,70,1,40,1,2,98,4,2,2,1,,,,,,,,1,2,,877300,2,,45,45,1,
5307409,1,3,1,44,1,4112,41,1,41.560376495,44,2020,12,202012,70,8,40,4,2,20,4,2,2,1,,,,,,,,1,2,,877300,2,,95,95,1,
5307414,1,3,1,44,1,4112,41,1,68.462149587,44,2020,12,202012,70,40,40,4,2,40,4,2,2,1,,,,,,,,1,2,,877300,2,,95,95,2,
5307425,1,1,1,,2,4921,49,1,1998.840191,15,2020,12,202012,70,28,48,1,2,28,1,9,2,7,,,,,,,,1,2,,877700,2,,98,98,2,
5307438,1,6,1,97,1,,,1,11.658361867,97,2020,12,202012,70,3,40,4,2,4,4,4,2,1,,,,,,1,,,2,,877000,2,,,,,
5307448,1,1,1,97,1,,,1,21.379631879,97,2020,12,202012,70,2,40,4,2,16,4,9,2,1,,,,,,,,1,2,,3000000,2,,,,,
5307469,1,2,1,18,1,0161,01,1,43.20118618,18,2020,12,202012,70,24,48,4,2,24,4,1,2,1,,,,,,,,1,2,,800000,2,,62,62,2,
5307483,1,2,1,54,1,4771,47,1,496.06927141,54,2020,12,202012,70,12,48,1,2,28,4,1,2,8,,,,,,,,1,2,,877800,2,,33,45,1,
